start,SeqId,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Units,Type,Dilution,PlateScale.Reference,CalReference,Cal.Set.002,ColCheck,Cal.Set.001,Dilution2,Set002.H4.OD12.dup,Set002.H3.OD18,Set002.H2.OD12,Set002.H1.OD6,Set002.G4.Cal160378,Set002.G3.QC170255,Set002.G2.YD12.dup,Set002.G1.YD6,Set002.F4.YD12,Set002.F3.YD18,Set002.F1.QC170255,Set002.E4.PD7.dup,Set002.E3.OD16,Set002.E2.OD10,Set002.E1.OD4,Set002.D4.PD6.dup,Set002.D3.YD16,Set002.D2.YD10,Set002.D1.YD4,Set002.C4.Cal160378,Set002.C3.Cal160378,Set002.C2.OD8,Set002.C1.OD2,Set002.B4.OD20,Set002.B3.OD14,Set002.B2.Cal160378,Set002.B1.Cal160378,Set002.A4.YD20,Set002.A3.YD14,Set002.A2.YD8,Set002.A1.YD2,Set001.H4.OD11.dup,Set001.H3.OD17,Set001.H2.OD11,Set001.H1.OD5,Set001.G4.Cal160378,Set001.G3.QC170255,Set001.G2.YD11.dup,Set001.G1.YD5,Set001.F4.YD11,Set001.F3.YD17,Set001.F1.QC170255,Set001.E4.PD7,Set001.E3.OD15,Set001.E2.OD9,Set001.E1.OD3,Set001.D4.PD6,Set001.D3.YD15,Set001.D2.YD9,Set001.D1.YD3,Set001.C4.Cal160378,Set001.C3.Cal160378,Set001.C2.OD7,Set001.C1.OD1,Set001.B4.OD19,Set001.B3.OD13,Set001.B2.Cal160378,Set001.B1.Cal160378,Set001.A4.YD19,Set001.A3.YD21,Set001.A2.YD7,Set001.A1.YD1
MYC.10362.35.3,10362-35_3,SL002565,Myc proto-oncogene protein,c-Myc,P01106,4609,MYC,Human,RFU,Protein,40,260.8,260.8,1.015,PASS,1.02,0.4,7.75888943272096,5.87282875953489,7.68439798363757,7.69835740595729,8.13185696060879,7.79116288855502,6.07681559705083,5.99774402605963,6.09592441999854,6.02458563827827,7.77939105953591,6.65535182861255,6.61618123133188,7.24507727535967,6.23074100262691,6.34340782229781,6.14159627838382,6.38887833881199,6.28169825009883,8.03232128705788,8.02680005934372,6.27984269352035,6.0574502721839,6,5.96578428466209,7.94544383637791,8.02070220379104,6.42122329922514,6.44294349584873,6.28909670241999,6.62351574149055,6.58496250072116,6.09169983413681,6.55612281784117,6.82781902461732,8.02680005934372,7.78920757534734,5.99095486039699,6.07681559705083,5.98413359454098,8.2465030982801,7.78463484555752,6.656782364219,7.06931549454008,6.21723071622067,6.19179950106508,6.37851162325373,6.17192735435346,6.04439411935845,6.27426166125705,8.03287224946323,8.08587075533461,5.97727992349992,6.45285896471381,6.16591193893569,6.22303633790187,8.00898878322725,7.97899639608894,6.12928301694497,6.04439411935845,6.05961485629722,6.12101540096137
SMAD3.10363.13.3,10363-13_3,SL004097,Mothers against decapentaplegic homolog 3,SMAD3,P84022,4088,SMAD3,Human,RFU,Protein,40,4819.3,4819.3,0.992,PASS,1.027,0.4,9.56947590177766,9.73690923779045,9.42080238163181,9.49505552836802,12.1537103521517,10.9202784110258,9.49024921062709,9.19451063972059,9.55055441321936,9.01986867750447,10.8993569229231,10.5138262721291,9.6077001881372,9.21091481607392,9.68158981722124,9.86897684545916,9.01010845347429,9.33606018139058,8.88172579064223,12.2495579287247,12.2346078958751,9.71544726287588,9.50322945981372,9.29140095948369,10.0994793171752,12.2888372430416,12.2227949028681,10.0778838644383,9.2336196767597,9.30081012298378,9.0749442236232,9.64943582947457,9.36238221623699,9.5980525001616,8.94602898951548,12.2110669653913,10.9104178773574,9.29301175242337,9.61120927336935,9.28470844869216,9.61360531806338,10.8575145312422,10.5284541107648,9.68422263328295,9.61948637605555,9.27099606074028,9.88904758283903,9.82273014794452,9.35579154675365,9.21359030288131,12.2467405984931,12.2214964968707,9.99703831013259,9.46699410907326,9.4231159101471,9.66035250967092,12.274873139289,12.2346078958751,8.99463629050958,9.07734982962161,9.29783336841106,9.39145842004967
SMAD2.10364.6.3,10364-6_3,SL004101,Mothers against decapentaplegic homolog 2,SMAD2,Q15796,4087,SMAD2,Human,RFU,Protein,40,3193.4,3193.4,0.953,PASS,0.914,0.4,9.2747275727873,8.81378119121704,9.15025502130218,8.39317591434881,11.6211819123902,9.07628116657949,7.94251450533924,7.82017896241519,7.95768248616512,7.93191939010004,9.04357417330576,9.86619708536818,8.20114373205303,7.4594316186373,8.39360496863922,8.8589134706793,8.01792190799726,8.16641418264516,7.66746640495737,11.6959242370186,11.6576310740748,8.46474993900329,8.18883607303053,7.72178276845979,9.24935052362723,11.6408775584824,11.639928521035,8.73030029846004,8.06877827798541,7.93781516880342,7.992088609014,8.12205144771389,7.78659636189081,8.07307041961431,7.36632221424582,11.5997269158977,9.02652344251977,7.39145842004967,8.44377239276374,7.35402893805439,8.44625622988956,9.04630551649358,9.79603960882977,9.06635832487529,7.77214959078454,7.61102479730735,8.82591279878497,8.24126817732937,7.9413411054853,7.71011763204345,11.6488069497258,11.6549939729637,9.14771372235215,7.9407540474748,7.88874324889826,7.93310047493137,11.607237830334,11.6408775584824,7.55842071326866,7.77873424411784,8.72723977748481,7.6387978999517
IL12B.IL23A.10365.132.3,10365-132_3,SL005184,Interleukin-23,IL-23,"P29460, Q9NPF7","359,351,561",IL12B IL23A,Human,RFU,Protein,40,795.5,795.5,1.09,PASS,1.052,0.4,8.42038134119664,8.22207035524718,8.36937923530375,8.1106138055009,9.53430288245463,9.89208739652348,9.05528243550119,8.17891378466957,9.01262453886506,8.43212427264156,9.85564716602727,7.74550626586916,8.2465030982801,8.33136485049545,8.74011804283313,8.03342300153745,8.19721669311005,8.63372181264101,9.28540221886225,9.63571812033105,9.64421681845824,7.77280941016073,8.45079885435249,9.30902153194551,9.0574502721839,9.63099511547536,9.66177809777199,8.79116288855502,8.35579154675365,8.53799487797439,7.7045953476324,9.5708044377245,8.15734693536284,9.7045953476324,7.90207357931074,9.52454171503585,9.88737295114678,8.27332938656167,8.74112986873613,8.18685706717715,7.80799883862303,9.82908844400488,7.71218305120923,8.33091687811462,9.01010845347429,10.5585163795292,8.01736520529273,8.95826269732954,8.32553033156756,8.47248777146274,9.62643913669732,9.65374077870657,8.22351908679073,8.46474993900329,7.78528898070402,8.89178370321831,9.63571812033105,9.65981755074721,8.1548181090521,9.00702726689397,7.93957921431469,9.88218449290063
PDGFRA.10366.11.3,10366-11_3,SL001728,Platelet-derived growth factor receptor alpha,PDGFRA,P16234,5156,PDGFRA,Human,RFU,Protein,40,1085.8,1085.8,0.907,PASS,0.905,0.4,8.78528898070402,8.81025028602818,8.90839262077375,8.70321146739115,9.95884267524324,10.0053438419178,8.71183901995903,8.88233736124948,8.69939893773701,8.92570278135133,9.98783244984226,8.54070926267143,8.69731512171625,8.84077792359505,8.26303440583379,8.97813841506996,8.48300957716455,8.84172158112846,8.80348537559595,10.1175132400054,10.0955288901699,8.72553667843106,8.5184564558243,9.54090295201063,9.14006285569821,9.97713679189199,10.0845426736419,8.18685706717715,8.42752237068255,8.79376585730965,8.52591226074335,8.4093909361377,8.63444806236231,8.57856138994729,8.8923910259134,10.0889207115181,9.97369736630535,8.74919903006095,8.74819284958946,8.83510297949099,8.5453506448223,9.93501767792566,8.53799487797439,9.11608399276377,8.79960542245267,8.75988818322183,8.83857365266832,8.97326686099329,9.15583017155653,9.05961485629722,10.0882582258377,10.0845426736419,8.43337679337504,8.85767003596247,9.79165130306317,12.6446900068432,10.0439842045835,10.0265234425198,8.89572673847666,9.23529625456709,8.74953426766926,8.92510932390122
IL12A.IL12B.10367.62.3,10367-62_3,SL001716,Interleukin-12,IL-12,"P29459,  P29460","35,923,593",IL12A IL12B,Human,RFU,Protein,40,180.1,180.1,1.092,PASS,1.082,0.4,5.92362461136832,5.17392693199981,5.7279204545632,5.32912359629157,7.61838550225861,7.52904005609508,5.33985000288462,5.62058641045188,5.35402893805439,5.47248777146274,7.58195375084882,5.16591193893569,5.21723071622067,5.79181407116183,6.21334728173344,7.61985314739117,5.22881869049588,5.4757334309664,5.43295940727611,7.5077946401987,7.49265437101891,5.21723071622067,5.68369645430652,5.28540221886225,5.33628338786443,7.4667902378031,7.47411151394241,5.27426166125705,6.02014657311178,5.4093909361377,5.18189764310839,5.44956137461324,5.45285896471381,5.4093909361377,5.33985000288462,7.47735352663456,7.56071495447448,5.20554891117303,5.32192809488736,5.25171909260596,5.39574832817903,7.53060141451683,5.21723071622067,5.52669484554198,5.4757334309664,5.40258575823259,7.65821148275179,5.44294349584873,5.2667865406949,5.59991284218713,7.51491126486135,7.49425558654498,5.1333991254172,5.43629511983936,9.97312333067025,5.53605290024021,7.49265437101891,7.46107011403305,5.34695688937888,5.24412594328373,5.2667865406949,5.34340782229781
STAT1.10370.21.3,10370-21_3,SL004396,Signal transducer and activator of transcription 1-alpha/beta,STAT1,P42224,6772,STAT1,Human,RFU,Protein,40,1344.3,1344.3,0.921,PASS,0.856,0.4,6.40599235967584,6.78920757534734,6.43796008833447,6.56985560833095,10.3465137331656,8.35138098067433,6.38887833881199,6.18784690943957,6.43128865429159,6.44128427192704,8.28586454703185,7.56224242422107,6.75221336786514,6.43629511983936,7.3110671022556,6.72246602447109,6.33091687811462,6.63952159951083,6.16791986555194,10.4499739858104,10.4455322190283,6.5668151540109,6.48058827023386,6.467605550083,7.38973887867698,10.3926394169863,10.3919953566895,7.07895134139482,6.61470984411521,6.30012372456901,6.15987133677839,6.81121411751324,6.65963918701565,6.84674402324487,6.83162393682075,10.3926394169863,8.34074028063018,6.25738784269265,6.76553474636298,6.23074100262691,6.68369645430652,8.30742852519225,7.5077946401987,6.37677657188298,6.58496250072116,6.39746072605472,6.68790052248075,6.32373033752135,6.36457243229586,6.48381577726426,10.4332724581704,10.4450148458684,7.01680828768655,6.40769264866568,6.45779126025604,6.71149490665009,10.3639157165387,10.3278894207332,6.26865895502767,6.49505552836802,7.32732808262995,6.48220292629596
STAT6.10372.18.3,10372-18_3,SL007229,Signal transducer and activator of transcription 6,STAT6,P42226,6778,STAT6,Human,RFU,Protein,1,248.3,248.3,0.988,PASS,0.963,0.01,5.90448409790142,5.98641093525204,6.04657836662033,5.91886323727459,8.08905317215643,7.30924896081662,6.17392693199981,5.95652136333312,5.99548451887751,6.0703893278914,7.30012372456901,5.98185265328974,6.31469652565629,5.94953493301701,5.85299758761332,5.95884267524324,8.82049810743162,6.07681559705083,6.14159627838382,7.97269265400426,7.91169158187234,6.16591193893569,5.79701297783614,5.81762325751143,5.91169158187234,7.95594045128948,7.90147031982427,6.15987133677839,5.8923910259134,6.05961485629722,5.96809075204526,6.00898878322726,6.05528243550119,6.1333991254172,5.74146698640115,7.95594045128948,7.18586654531133,6.18586654531133,5.81762325751143,6.00450139223494,5.90929308582382,7.23744899563932,6.12928301694497,5.82781902461732,5.98641093525204,6.08108392868763,5.92599941855622,5.86046625851717,5.96809075204526,5.97727992349992,7.91587937883577,8.00393948568806,6.12928301694497,5.92599941855622,5.82781902461732,6.07681559705083,7.95361446119936,8.06824086131282,6.17392693199981,5.76553474636298,6.00674683244058,6.05093696522523
LRRK2.10990.21.3,10990-21_3,SL017128,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,Q5S007,,LRRK2,Human,RFU,Protein,1,1729.1,1729.1,1.036,PASS,1.062,0.01,8.95826269732954,8.99604972751976,9.02928722696825,9.07065766138811,10.8408565853023,10.7852072300288,9.24958755559045,8.89390821507509,9.11191811355546,9.40748022209666,10.7108064336994,8.86511461945253,8.67065624911844,8.8414070971946,9.02569327368077,9.00982861736811,8.85486838326024,9.01485738131639,8.868822554775,10.7086528356865,10.7558055922381,9.08161658331465,8.97785230797118,8.77478705960117,9.03727239024627,10.7834893948893,10.676662334858,9.45409362036545,9.04930403348226,8.87743752197062,8.67101024127845,9.09460556531222,9.03232128705788,9.0566377151132,8.86108690599539,10.795796163931,10.7264736317009,9.00926878226567,8.897542972507,8.96751448080097,9.13288525362516,10.7962018826099,8.82877119385718,8.81153525163608,9.03507399737762,8.83983364841731,8.96953042389498,8.87190523765919,9.13929553272601,9.0555535932956,10.668353180473,10.7558055922381,8.91498301655724,8.77840572423918,8.91945926911157,8.83447104998422,10.7789805849433,10.7083941877567,8.97642092077082,9.03066713624694,9.00898878322725,8.90207357931074
BGLAP.11067.13.3,11067-13_3,SL001791,Osteocalcin,Osteocalcin,P02818,632,BGLAP,Human,RFU,Protein,1,1218.1,1218.1,0.884,PASS,0.842,0.01,8.0948694327187,8.75622271284729,8.0837452373945,7.96289600533726,10.2288186904959,9.71458897559915,8.19819945543749,8.00954872697226,8.24412594328373,8.09592441999854,9.68650052718322,8.25974326369078,8.1006623390052,8.82527683005487,7.9086928382425,8.30241045042562,8.31197531446116,8.4068427546553,8.22544846861074,10.2643253031786,10.2664351923048,8.19721669311005,8.11270013274936,8.37590826307501,8.62862780216015,10.2203783276952,10.2504168609129,8.25219234012239,8.47532812262242,8.43879185257826,8.24365004189697,8.23697088625934,8.07734982962161,8.22255342742343,8.01903466936434,10.2670207254273,9.62497817956904,8.46842040186455,8.60399717008549,8.43587857730987,9.53177132541286,9.67101024127845,8.30469355747101,8.0405637111587,7.7714894695006,7.88691589584725,8.24031432933371,7.78790255939143,8.23266075679028,9.06608919045777,10.2219495619251,10.2504168609129,8.52630360620646,10.761800524564,8.88630626345243,10.8128992747457,10.2327806566483,10.2622123238964,10.1252843066853,9.08825822583773,8.18487534290828,7.76619759730084
